"date","total_value","km","category_name","quantity","cost_type","observation","vehicle_model","plate","unit","category_id","supplier","cost_name","invoice_number","id","created_date","updated_date","created_by_id","created_by","is_sample"
"2026-06-25","195.71","442371","SAVEIROS","44.58","ETANOL","COMBUSTIVEL 16-06 A 30-06 FROTA","VW SAVEIRO","NKV6598","LT","6a0720885c9dd6ed8a22760b","AUTO POSTO NOVO MILLENIUM LTDA","COMBUSTÍVEIS","216122","6a564285dec857502abe2e0f","2026-07-14T14:07:01.608000","2026-07-15T14:40:45.239000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-25","188.59","47220","","42","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","TGD8F88","LT","","AUTO POSTO PAINEIRAS LTDA","COMBUSTÍVEIS","320156","6a564285dec857502abe2e10","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-25","281.18","82502","","40.22","DIESEL (P)","COMBUSTIVEL VILA VELHA 16-06 A 30-06","","RBT2A64","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","424527","6a564285dec857502abe2e11","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-26","914.71","62384","","130.86","DIESEL (P)","","","FON1F81","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","3187","6a564285dec857502abe2e12","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-26","658.9","105230","","94.26","DIESEL (P)","","","RBX9D43","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","3212","6a564285dec857502abe2e13","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-26","468.7","119024","","62.58","DIESEL (P)","","","SDK8F89","LT","","POSTO MARRA LTDA","COMBUSTÍVEIS","6592","6a564285dec857502abe2e14","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-26","38.75","119024","","9.71","ARLA","","","SDK8F89","LT","","POSTO MARRA LTDA","COMBUSTÍVEIS","6593","6a564285dec857502abe2e15","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-26","101.33","97582","","26.05","ARLA","","","SCN8F89","LT","","AUTO POSTO URUGUAI LTDA","COMBUSTÍVEIS","7885","6a564285dec857502abe2e16","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-26","2722.79","97582","","401","DIESEL (P)","","","SCN8F89","LT","","AUTO POSTO URUGUAI LTDA","COMBUSTÍVEIS","7886","6a564285dec857502abe2e17","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-26","165.61","183045","","39.06","ETANOL","","","SDF7I44","LT","","TRÊS BARRAS COMBUSTÍVEIS LTDA","COMBUSTÍVEIS","37826","6a564285dec857502abe2e18","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-27","620.31","119487","","90.03","DIESEL (P)","","","SDK8F89","LT","","REDE DE POSTOS MARAJO RIANAPOLIS LTDA","COMBUSTÍVEIS","3879","6a564285dec857502abe2e19","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-27","17.61","119487","","4.2","ARLA","","","SDK8F89","LT","","REDE DE POSTOS MARAJO RIANAPOLIS LTDA","COMBUSTÍVEIS","3880","6a564285dec857502abe2e1a","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-27","4000.62","324305","","598","DIESEL (P)","","","RCN5F85","LT","","AUTO POSTO MASUT LTDA","COMBUSTÍVEIS","48797","6a564285dec857502abe2e1b","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-27","69.59","43281","","10.1","GASOLINA","","","SCU8F80","LT","","AUTO POSTO INDIANAPOLIS LTDA","COMBUSTÍVEIS","68627","6a564285dec857502abe2e1c","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-27","530.25","32145","","79.26","DIESEL (P)","","","JAC4I67","LT","","SANTA MARIA DERIVADOS DE PETROLEO LTDA","COMBUSTÍVEIS","92139","6a564285dec857502abe2e1d","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-27","61.96","32145","","12.42","ARLA","","","JAC4I67","LT","","SANTA MARIA DERIVADOS DE PETROLEO LTDA","COMBUSTÍVEIS","92140","6a564285dec857502abe2e1e","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-27","461.14","43281","","66.16","GASOLINA","COMBUSTIVEL FROTA 16-06 A 30-06","","SCU8F80","LT","","POSTO Z+Z HOUSING LTDA","COMBUSTÍVEIS","1374831","6a564285dec857502abe2e1f","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-28","300.07","55987","","43.87","GASOLINA","COMBUSTIVEL FROTA 16-06 A 30-06","","TGB8F88","LT","","POSTO GERAR LTDA","COMBUSTÍVEIS","55988","6a564285dec857502abe2e20","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-28","165.38","47667","","38.55","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","TGD8F88","LT","","DECIO COMERCIO E SERVICOS RODOVIARIOS LTDA","COMBUSTÍVEIS","199298","6a564285dec857502abe2e21","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-28","168.68","48047","","38.96","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","TGD8F88","LT","","GHANDI SECAF & CIA LT","COMBUSTÍVEIS","271787","6a564285dec857502abe2e22","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-28","75.36","47335","","16.86","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","TGD8F88","LT","","AUTO POSTO URUGUAI LTDA","COMBUSTÍVEIS","308042","6a564285dec857502abe2e23","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-29","241.21","40066","","53.13","ETANOL","","","SDB0G19","LT","","AUTO POSTO CASTELO LTDA","COMBUSTÍVEIS","33226","6a564285dec857502abe2e24","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-29","138.62","48328","","28.94","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","TGD8F88","LT","","CENTRO DE SERVS FRANGO ASSADO NORTE LT","COMBUSTÍVEIS","95926","6a564285dec857502abe2e25","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-29","121.95","56272","","27.16","ETANOL","","","TGB8F88","LT","","AUGUSTO URIAS DA CRUZ E FILHOS LTDA","COMBUSTÍVEIS","267728","6a564285dec857502abe2e26","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-29","145","56888","","33.03","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","TGB8F88","LT","","POSTO UNIVERSAL LTDA","COMBUSTÍVEIS","747833","6a564285dec857502abe2e27","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-29","127.24","56560","","29.66","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","TGB8F88","LT","","POSTO SANTA EDWIGES PETROLEO LTDA","COMBUSTÍVEIS","763140","6a564285dec857502abe2e28","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-29","857.34","65062","CESTO AÉREO","119.24","DIESEL (P)","COMBUSTIVEL VILA VELHA 16-06 A 30-06","VW 9-170","FCG0F18","LT","6a0720885c9dd6ed8a227605","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","928602","6a564285dec857502abe2e29","2026-07-14T14:07:01.608000","2026-07-15T14:45:53.890000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-30","873.7","49149","","124.99","DIESEL (P)","","","RET5E47","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","3258","6a564285dec857502abe2e2a","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-30","475.8","82708","","68.07","DIESEL (P)","","","RBT2A64","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","3263","6a564285dec857502abe2e2b","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-30","1492.71","42968","","219.84","DIESEL (P)","","","SCK8F89","LT","","AUTO POSTO URUGUAI LTDA","COMBUSTÍVEIS","8037","6a564285dec857502abe2e2c","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-30","150.02","49247","","36.67","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","TGD8F88","LT","","REDE DE POSTOS MARAJÓ MORRINHOS LTDA","COMBUSTÍVEIS","39459","6a564285dec857502abe2e2d","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-30","185.14","48740","","46.4","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","TGD8F88","LT","","POSTO CALIFORNIA DE JABOTICABAL LTDA","COMBUSTÍVEIS","180263","6a564285dec857502abe2e2e","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-30","719.44","141621","","102.92","DIESEL (P)","COMBUSTIVEL VILA VELHA 16-06 A 30-06","","LUE3B05","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","426073","6a564285dec857502abe2e2f","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-30","100","49027","","15.9","GASOLINA","COMBUSTIVEL FROTA 16-06 A 30-06","","TGD8F88","LT","","POSTO LOS PAMPAS","COMBUSTÍVEIS","427265","6a564285dec857502abe2e30","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-30","200.02","57293","","42.83","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","TGB8F88","LT","","REDE SOUZA","COMBUSTÍVEIS","783270","6a564285dec857502abe2e31","2026-07-14T14:07:01.608000","2026-07-14T14:07:01.608000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-17","40.26","106552","","10.35","ARLA","COMBUSTIVEL 16-06 A 30-06 FROTA","","SDF8F89","LT","","POSTO TREVO","COMBUSTÍVEIS","2902648","6a564285dec857502abe2dc2","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-17","642.04","106552","","85.72","DIESEL (P)","COMBUSTIVEL 16-06 A 30-06 FROTA","","SDF8F89","LT","","POSTO TREVO","COMBUSTÍVEIS","2902648","6a564285dec857502abe2dc3","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","777.28","64533","CESTO AÉREO","111.2","DIESEL (P)","","VW 9-170","FCG0F18","LT","6a0720885c9dd6ed8a227605","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","3024","6a564285dec857502abe2dc4","2026-07-14T14:07:01.607000","2026-07-15T14:46:36.142000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","720.56","61100","","103.09","DIESEL (P)","","","ERG1E95","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","3025","6a564285dec857502abe2dc5","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","512.12","31375","","74.33","DIESEL (P)","","","JAC4I67","LT","","AUTO POSTO K 44 LTDA","COMBUSTÍVEIS","8704","6a564285dec857502abe2dc6","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","189.49","50118","","47.49","ETANOL","COMBUSTIVEL 16-06 A 30-06 FROTA","","TGA8F88","LT","","AUTO POSTO ROTA 222 LTDA","COMBUSTÍVEIS","28957","6a564285dec857502abe2dc7","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","202.89","181978","","44.69","ETANOL","COMBUSTIVEL 16-06 A 30-06 FROTA","","SDF7I44","LT","","TRÊS BARRAS COMBUSTÍVEIS LTDA","COMBUSTÍVEIS","36972","6a564285dec857502abe2dc8","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","4475.88","322545","","669.04","DIESEL (P)","","","RCN5F85","LT","","AUTO POSTO MASUT LTDA","COMBUSTÍVEIS","48103","6a564285dec857502abe2dc9","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","122.1","322545","","34.01","ARLA","","","RCN5F85","LT","","AUTO POSTO MASUT LTDA","COMBUSTÍVEIS","48104","6a564285dec857502abe2dca","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","4352.85","359691","","650.65","DIESEL (P)","","","RCJ1E32","LT","","AUTO POSTO MASUT LTDA","COMBUSTÍVEIS","48138","6a564285dec857502abe2dcb","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","753.24","107777","","114.3","DIESEL (P)","COMBUSTIVEL 16-06 A 30-06 FROTA","","SDF8F89","LT","","AUTO POSTO BRAMBILA LTDA","COMBUSTÍVEIS","97265","6a564285dec857502abe2dcc","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","34.45","116248","","9.19","ARLA","","","SDK8F89","LT","","COMERCIAL DERIV PETROLEO SAO CARLOS LTDA","COMBUSTÍVEIS","117388","6a564285dec857502abe2dcd","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","584.64","107103","","96","DIESEL (P)","COMBUSTIVEL 16-06 A 30-06 FROTA","","SDF8F89","LT","","POSTO AGRICOPEL","COMBUSTÍVEIS","134998","6a564285dec857502abe2dce","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","22.89","107103","","6.04","ARLA","COMBUSTIVEL 16-06 A 30-06 FROTA","","SDF8F89","LT","","POSTO AGRICOPEL","COMBUSTÍVEIS","134999","6a564285dec857502abe2dcf","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","102.91","38659","","22.92","ETANOL","COMBUSTIVEL FROTA 16-06 A 30-06","","SDB0G19","LT","","AUTO POSTO URUGUAI LTDA","COMBUSTÍVEIS","304141","6a564285dec857502abe2dd0","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","729.85","116600","","91.46","DIESEL (P)","COMBUSTIVEL FROTA 16-06 A 30-06","","SDK8F89","LT","","HEIDER GUTEMBERG CAMPOS LTDA","COMBUSTÍVEIS","314260","6a564285dec857502abe2dd1","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","1158.79","54867","","145.03","DIESEL (P)","","","SCP8F89","LT","","G & G AUTO POSTO LTDA","COMBUSTÍVEIS","332419","6a564285dec857502abe2dd2","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-18","23.64","54867","","8.18","ARLA","","","SCP8F89","LT","","G & G AUTO POSTO LTDA","COMBUSTÍVEIS","332420","6a564285dec857502abe2dd3","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-19","1360.01","41263","","197.39","DIESEL (P)","","","SCK8F89","LT","","AUTO POSTO NOVO MILLENIUM LTDA","COMBUSTÍVEIS","1269","6a564285dec857502abe2dd4","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-19","695.14","82345","","99.45","DIESEL (P)","","","RBT2A64","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","3061","6a564285dec857502abe2dd5","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-19","595.61","140748","","85.21","DIESEL (P)","","","LUE3B05","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","3062","6a564285dec857502abe2dd6","2026-07-14T14:07:01.607000","2026-07-14T14:07:01.607000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
