"date","total_value","km","category_name","cost_type","observation","cost_group","vehicle_model","plate","classification","attachment_url","supplier","invoice_number","id","created_date","updated_date","created_by_id","created_by","is_sample"
"2026-06-30","290","109941","BAÚ 3/4","ALINH/BALANC","","SERVIÇOS","M.BENZ ACCELO 1017 CE","SDF8F89","PREVENTIVO","https://base44.app/api/apps/6a0720445c9dd6ed8a2275ec/files/mp/public/6a0720445c9dd6ed8a2275ec/71b835454_SERVIOSEMVEICULOS1095.pdf","PADDOCK TRUCK SERVICOS LTDA","1095","6a4bddc35791e1a8745fbe92","2026-07-06T16:54:27.581000","2026-07-06T16:54:55.520000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-02","80","","CARRETAS LS","CONSERTO","OC 59548","PNEUS","CARRETA LIBRELATO CRBAENI2","SCR8F89","PREVENTIVO","","LEANDRO BENEDITO DE OLIVEIRA","420","6a4bd6480b248a4ce5405b7f","2026-07-06T16:22:32.713000","2026-07-06T16:22:32.713000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-02","240","60557","CESTO AÉREO","VULCANIZAÇÃO","02 VULCANIZAÇÃO","PNEUS","VW 9-170","FCG0F18","PREVENTIVO","","LEANDRO BENEDITO DE OLIVEIRA","420","6a4bd5f9c61dac23beb18e25","2026-07-06T16:21:13.088000","2026-07-06T16:21:13.088000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","250","","CESTO AÉREO","REVISÃO","OC 60448 SERVIÇO DE REVISÃO DA BUCHA DA CABINE","SERVIÇOS","VW 9-170","ERG1E95","PREVENTIVO","","WAGNER AUTO SOCORRO E MECÂNICA LTDA","4337","6a4bd45b0e2c8ba89804bac0","2026-07-06T16:14:19.523000","2026-07-06T16:15:10.572000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","150","","CESTO AÉREO","TROCA DE ÓLEO","","SERVIÇOS","VW 11-180","RET5E47","PREVENTIVO","","WAGNER AUTO SOCORRO E MECÂNICA LTDA","4337","6a4bd419320a88f3aefbe946","2026-07-06T16:13:13.183000","2026-07-06T18:16:12.525000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","150","","CESTO AÉREO","TROCA DE ÓLEO","","SERVIÇOS","VW 9-160","JAC4I67","PREVENTIVO","","WAGNER AUTO SOCORRO E MECÂNICA LTDA","4337","6a4bd3d7d2adb6eef13b3ada","2026-07-06T16:12:07.296000","2026-07-06T16:12:07.296000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","150","","CESTO AÉREO","TROCA DE ÓLEO","","SERVIÇOS","VW 9-170","FON1F81","PREVENTIVO","","WAGNER AUTO SOCORRO E MECÂNICA LTDA","4337","6a4bbcf1fa8b7cdaeb5bcb1a","2026-07-06T14:34:25.643000","2026-07-06T14:34:25.643000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-29","198.62","","BAÚ 3/4","ACESSÓRIOS","PALHETA","PEÇAS","M.BENZ ACCELO 1017 CE","SDK8F89","CORRETIVO","","CENTRO OESTE DISTRIBUIDORA DE PEÇAS AUTOMOTIVAS LTDA","1261901","6a4bb89aa22fa7fd20eeeaad","2026-07-06T14:15:54.280000","2026-07-06T18:22:28.724000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-29","84.9","","CAVALO","ACESSÓRIOS","PALHETA","PEÇAS","DAF XF FTT 530","RCN5F85","CORRETIVO","","CENTRO OESTE DISTRIBUIDORA DE PEÇAS AUTOMOTIVAS LTDA","1261901","6a4bb86486040223e3bee0bd","2026-07-06T14:15:00.057000","2026-07-06T14:15:00.057000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-19","2999.6","114754","CESTO AÉREO","COMPRA DE PNEUS","OC 60954 (RATEADO)
MODELO: PNEU RADIAL 225/75R16
COMPRA DE 08 PNEUS PARA VEICULOS DA FROTA NO BRILHA VILA VELHA - ES
4 PNEUS PARA CADA VEICULOS LTY-4G44 KM 114754 E LUE-3B05 KM 140295","PNEUS","VW 9-160","LTY4G44","CORRETIVO","","FLAVIA DE J LITTIG SERVICOS E COMERCIO","90","6a4bb76eebd1a28c476654b6","2026-07-06T14:10:54.142000","2026-07-06T17:51:33.302000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-19","2999.6","140295","CESTO AÉREO","COMPRA DE PNEUS","OC 60954 (RATEADO)
MODELO: PNEU RADIAL 225/75R16
COMPRA DE 08 PNEUS PARA VEICULOS DA FROTA NO BRILHA VILA VELHA - ES
4 PNEUS PARA CADA VEICULOS LTY-4G44 KM 114754 E LUE-3B05 KM 140295","PNEUS","VW 9-160","LUE3B05","CORRETIVO","","FLAVIA DE J LITTIG SERVIÇOS E COMÉRCIO","90","6a4bb70ae96e66ca7369882c","2026-07-06T14:09:14.482000","2026-07-06T14:11:25.992000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-20","1480","276766","CESTO AÉREO","FREIOS","OC 62845","SERVIÇOS","VW 9-170","LTT7F84","CORRETIVO","","ADRIANO DO NASCIMENTO","102","6a4baf8a0c44687cb7a608fb","2026-07-06T13:37:14.898000","2026-07-06T13:37:14.898000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-25","150","104848","CESTO AÉREO","ELÉTRICO","serviço em Vila velha 
OC 62017","SERVIÇOS","VW 9-170","RBX9D43","CORRETIVO","","PAULO VITOR DE SANTANA AYRES","9","6a4bae3a9d70e5bd3ad21cd0","2026-07-06T13:31:38.373000","2026-07-06T13:31:38.373000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-30","2017.11","401813","STRADAS","MOTOR","OC 62849","PEÇAS","FIAT STRADA","ONP5G56","CORRETIVO","","PPL DISTRIBUIDORA DE PEÇAS LTDA","1524191","6a4bab0ac7ffe12af442e790","2026-07-06T13:18:02.429000","2026-07-06T13:18:02.429000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-27","1384.58","113507","STRADAS","HIDRÁULICO","OC 62970","PEÇAS","FIAT STRADA ENDURANCE CS 1.4","SCS9D64","CORRETIVO","","PPL DISTRIBUIDORA DE PEÇAS LTDA","1523643","6a4baac64050c0b117fe75a2","2026-07-06T13:16:54.027000","2026-07-06T13:16:54.027000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-25","366.4","69714","STRADAS","ÓLEOS E FILTROS","OC 63188","PEÇAS","FIAT STRADA ENDURAN CS13","SDN9A99","PREVENTIVO","","BELCAR AUTOMOVEIS LTDA","72569","6a4baa629cfc811a5ab48e14","2026-07-06T13:15:14.813000","2026-07-06T13:15:14.813000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-25","273.6","69714","STRADAS","TROCA DE ÓLEO","OC 63188","SERVIÇOS","FIAT STRADA ENDURAN CS13","SDN9A99","PREVENTIVO","","BELCAR AUTOMOVEIS LTDA","6045","6a4ba9f3e3cf70b1b682c12a","2026-07-06T13:13:23.508000","2026-07-06T18:17:32.268000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-26","500","103591","STRADAS","TROCA DE ÓLEO","OC 63127","SERVIÇOS","FIAT STRADA ENDURAN CS13","SDN9A99","PREVENTIVO","","WAGNER AUTO SOCORRO ","4356","6a4ba9aba0eb0736bf673c26","2026-07-06T13:12:11.281000","2026-07-06T13:14:22.911000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-08","108","276769","CESTO AÉREO","REVISÃO","SERVIÇO DE VISTORIA ","SERVIÇOS","VW 9-170","LTT7F84","PREVENTIVO","","MV VISTORIAS DE VEICULOS","785","6a4ba61158c40ebb771e7f7c","2026-07-06T12:56:49.419000","2026-07-06T12:56:49.419000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-29","790","117867","BAÚ 3/4","VIDROS","OC62397","PEÇAS","M.BENZ ACCELO 1017 CE","SDK8F89","CORRETIVO","","STOCK AUTO VIDROS E PEÇAS LTDA ME","197358","6a4b9e77475a6fd2250d4c31","2026-07-06T12:24:23.970000","2026-07-06T12:24:23.970000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-23","500","94619","TRUCK","ALINH/BALANC","OC 62692","SERVIÇOS","M.BENZ ATEGO 2429CE BAU 10MTS","SCN8F89","PREVENTIVO","","PADDOCK TRUCK SERVIÇOS LTDA","1068","6a4b9daa3fc20b10b16dd8b6","2026-07-06T12:20:58.517000","2026-07-06T12:20:58.517000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-23","1119.6","94619","TRUCK","SUSPENSÃO","OC 62692","SERVIÇOS","M.BENZ ATEGO 2429CE BAU 10MTS","SCN8F89","CORRETIVO","","PADDOCK TRUCK SERVIÇOS LTDA","1068","6a4b9d3466e0aac7564f1b5e","2026-07-06T12:19:00.202000","2026-07-06T12:19:00.202000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-23","103","","TRUCK","CONSERTO","OC 62622","PNEUS","M.BENZ ATEGO 2429CE CAÇAMBA","SCA8F89","PREVENTIVO","","PADDOCK TRUCK SERVIÇOS LTDA","1069","6a4b9b0e5c603d2fa9f2be3e","2026-07-06T12:09:50.119000","2026-07-06T12:09:50.119000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-23","606.18","113664","STRADAS","EMBREAGEM","OC 62224","PEÇAS","FIAT STRADA ENDURANCE CS 1.4","SCS9D64","CORRETIVO","","AGUILERA AUTO PEÇAS DE GOIÁS LTDA","959624","6a4b9a8bd5fc6f6a7a8b69d1","2026-07-06T12:07:39.070000","2026-07-06T12:07:39.070000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-22","2500","104596","TRUCK","GUINCHO","OC 62224","SERVIÇOS","M.BENZ ATEGO 2429CE CAÇAMBA","SCA8F89","CORRETIVO","","ANDERSON OLIVEIRA DIGUES","339","6a4b9a1a0f947309971e32b9","2026-07-06T12:05:46.927000","2026-07-06T12:05:46.927000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-20","258","95619","TRUCK","FREIOS","OC 62027","PEÇAS","M.BENZ ATEGO 2429CE BAU 10MTS","SCN8F89","CORRETIVO","","BANDEIRA DISTRIBUIDORA DE PEÇAS PARA CAMINHÕES LTDA","11093","6a4b99d94362b5ce84847c1d","2026-07-06T12:04:41.056000","2026-07-06T12:04:41.056000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-10","1725.04","97744","PRESIDÊNCIA","LIMPEZA E HIGIENIZAÇÃO","PRODUTOS PARA LIMPEZA E HIGIENIZAÇÃO DA PORSCHE","PEÇAS","PORSCHE 911 CARRERA S","SCF8F89","PREVENTIVO","","BCLV COMERCIO DE VEICULOS S.A.","9452","6a4b99598fb104e5f74f0c1f","2026-07-06T12:02:33.283000","2026-07-06T12:02:33.283000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-10","800.02","97744","PRESIDÊNCIA","ALINH/BALANC","ALINHAMENTO E BALANCEAMENTO","SERVIÇOS","PORSCHE 911 CARRERA S","SCF8F89","PREVENTIVO","","BCLV COMERCIO DE VEICULOS S.A.","910","6a4b989518990f2aaf2ee275","2026-07-06T11:59:17.923000","2026-07-06T11:59:17.923000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-05","130","492210","TRUCK","FREIOS","SERVIÇO DE TROCA DE SAPATA DE FEIXE DE MOLA DT LE","SERVIÇOS","M.BENZ ATEGO 2429CE CARROCERIA ALUMINIO","SCP8F89","CORRETIVO","","PADDOCK TRUCK SERVIÇOS LTDA","991","6a4b95c1c07168ef66e36b4c","2026-07-06T11:47:13.386000","2026-07-06T11:47:13.386000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-05","30","50919","TRUCK","CONSERTO","SERV BORRACHARIA","PNEUS","M.BENZ ATEGO 2429CE CARROCERIA ALUMINIO","SCP8F89","PREVENTIVO","","PADDOCK TRUCK SERVIÇOS LTDA","993","6a4b95531b8ef065e524d3ee","2026-07-06T11:45:23.225000","2026-07-06T11:45:23.225000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-05","73","401895","STRADAS","MOTOR","COMPRA DE PEÇAS PARA TROCA DO CAVALETE ESTOURADO","SERVIÇOS","FIAT STRADA","ONP5G56","CORRETIVO","","AGUILERA AUTOPEÇAS DE GOIÁS LTDA","423423","6a4b94d76dc625d1727732d3","2026-07-06T11:43:19.377000","2026-07-06T12:26:23.899000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-02","2470","85120","STRADAS","FUNILARIA E PINTURA","","SERVIÇOS","FIAT STRADA ENDURANCE CS 1.4","SCS9D64","CORRETIVO","","MAGNALDO PEREIRA DE SOUSA","10","6a4b935a68a33854dbf0cf78","2026-07-06T11:36:58.802000","2026-07-06T12:25:41.689000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-02","300","4688","PRESIDÊNCIA","ALINH/BALANC","OC 59830
","SERVIÇOS","JEEP RENEGADE SPORT AT","RBO8B09","PREVENTIVO","","ZILLI COMERCIO DE PNEUS LTDA","140293","6a4b91b1f341c892bd8316ef","2026-07-06T11:29:53.492000","2026-07-06T11:29:53.492000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-01","385","113507","STRADAS","BATERIAS","COMPRA DE BATERIA M50 ED","PEÇAS","FIAT STRADA ENDURANCE CS 1.4","SCS9D64","CORRETIVO","","MOURA","354732","6a4b910c802f856965c9ac9f","2026-07-06T11:27:08.258000","2026-07-06T11:27:08.258000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-07-01","290","360835","CAVALO","MOTOR","OC 63401
SERVIÇO ROSCA DO SUPORTE DO INTERCULE TRASEIRO","SERVIÇOS","DAF XF FTS 480","RCJ1E32","CORRETIVO","https://base44.app/api/apps/6a0720445c9dd6ed8a2275ec/files/mp/public/6a0720445c9dd6ed8a2275ec/ff725701c_226.pdf","MD MECANICA DIESEL ESPECIALIZADA DAF LTDA","226","6a47fb59d873fe8ad533cf73","2026-07-03T18:11:37.868000","2026-07-03T18:44:21.483000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-07-01","350","140253","CESTO AÉREO","CONSERTO","SERVIÇO DE PRESTÇÃO DE SOCORRO + CONSERTO E TROCA DE 3 PNEUS 
OC 63415","PNEUS","VW 9-160","LUE3B05","PREVENTIVO","https://base44.app/api/apps/6a0720445c9dd6ed8a2275ec/files/mp/public/6a0720445c9dd6ed8a2275ec/78e1ee42d_115.pdf","LUCIANO DE SOUZA FRAGA","115","6a47f7fe18f9975cf817072a","2026-07-03T17:57:18.504000","2026-07-03T18:44:48.534000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-23","428","13256","CAVALO","FREIOS","OC 62685","SERVIÇOS","M.BENZ ACTROS 2651S","SCE8F89","CORRETIVO","","PADDOCK TRUCK SERVIÇOS LTDA","1066","6a441c86d2b2c47971d30697","2026-06-30T19:44:06.896000","2026-06-30T19:44:06.896000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-10","282.8","132280","CAVALO","FREIOS","","PEÇAS","M.BENZ ACTROS 2651S","SCE8F89","CORRETIVO","","TRUKÃO DISTRIBUIDORA DE PEÇAS LTDA","2934","6a441c54a8952067e7ffb04e","2026-06-30T19:43:16.457000","2026-06-30T19:43:16.457000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-23","380","103374","TRUCK","ALINH/BALANC","OC 62723","SERVIÇOS","M.BENZ ATEGO 2429CE BAU 9,5MTS","SCB8F89","PREVENTIVO","","PADDOCK TRUCK SERVIÇOS LTDA","1067","6a441b70055bf1d26da5d8ba","2026-06-30T19:39:28.566000","2026-06-30T19:39:28.566000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-20","1760","104513","TRUCK","BATERIAS","OC 61834
COMPRA DE 02 BATERIAS BOSCH","PEÇAS","M.BENZ ATEGO 2429CE CAÇAMBA","SCA8F89","CORRETIVO","","ATACADAO BATERIAS LTDA","52130","6a44150e8879c0f387c3c88f","2026-06-30T19:12:14.441000","2026-06-30T19:12:14.441000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-05","30","101251","TRUCK","CONSERTO","OC 60125","PNEUS","M.BENZ ATEGO 2429CE CAÇAMBA","SCA8F89","PREVENTIVO","","PADDOCK TRUCK SERVIÇOS LTDA","992","6a4414bf0b928af493323859","2026-06-30T19:10:55.577000","2026-06-30T19:10:55.577000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-17","510","48127","CESTO AÉREO","FREIOS","","SERVIÇOS","VW 11-180","RET5E47","CORRETIVO","","ADRIANO DO NASCIMENTO","97","6a4412fb15a2983a00c910b0","2026-06-30T19:03:23.080000","2026-06-30T19:03:23.080000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-17","650","48122","CESTO AÉREO","GUINCHO","OC 61447","SERVIÇOS","VW 11-180","RET5E47","CORRETIVO","","ADRIANO DO NASCIMENTO","97","6a441291c392e756cd0bd4fb","2026-06-30T19:01:37.843000","2026-06-30T19:04:48.415000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-17","1220","46331","CESTO AÉREO","ÓLEOS E FILTROS","OC 61576 ","PEÇAS","VW 11-180","RET5E47","PREVENTIVO","","RORIZ AUTO PEÇAS LTDA","48801","6a4411704054413d8e992389","2026-06-30T18:56:48.080000","2026-06-30T18:56:48.080000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","100","319960","CAVALO","FUNILARIA E PINTURA","OC 60932","SERVIÇOS","DAF XF FTT 530","RCN5F85","CORRETIVO","","KENNEDY RIBEIRO DA SILVA LTDA","2","6a4410ad6974be2f20799a99","2026-06-30T18:53:33.403000","2026-06-30T18:53:33.403000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","420","319960","CAVALO","FUNILARIA E PINTURA","OC 60932","SERVIÇOS","DAF XF FTT 530","RCN5F85","CORRETIVO","","KENNEDY RIBEIRO DA SILVA LTDA","3","6a44104811d4b3ea8950c182","2026-06-30T18:51:52.207000","2026-06-30T18:51:52.207000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","203","319960","CAVALO","FUNILARIA E PINTURA","OC 60932","SERVIÇOS","DAF XF FTT 530","RCN5F85","CORRETIVO","","KENNEDY RIBEIRO DA SILVA LTDA","629","6a440f48e7fd9d5430e2ee70","2026-06-30T18:47:36.923000","2026-06-30T18:47:36.923000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-10","35","319960","CAVALO","FUNILARIA E PINTURA","ORDEM DE COMPRA 60932 SPRAY PRETO","PEÇAS","DAF XF FTT 530","RCN5F85","CORRETIVO","","KENNEDY RIBEIRO DA SILVA LTDA","628","6a440e9b6be07b6af4fb6739","2026-06-30T18:44:43.635000","2026-06-30T18:44:43.635000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-22","4664.59","323183","CAVALO","ÓLEOS E FILTROS","COMPRA DE FILTROS E OLEO PARA TROCA DO OLEO COMPLETA DO MOTOR
OC 62079","PEÇAS","DAF XF FTT 530","RCN5F85","PREVENTIVO","https://base44.app/api/apps/6a0720445c9dd6ed8a2275ec/files/mp/public/6a0720445c9dd6ed8a2275ec/3c257abb4_16447.pdf","MADRI LUBRIFICANTES LTDA","16447","6a440a4a4f73db359c7bb911","2026-06-30T18:26:18.590000","2026-06-30T18:26:18.590000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-23","3629","36027","CAVALO","ÓLEOS E FILTROS","OC 62737","PEÇAS","DAF XF FTS 480","RCJ1E32","PREVENTIVO","","MADRI LUBRIFICANTES LTDA","16460","6a440429eb2fc6100116dc72","2026-06-30T18:00:09.789000","2026-06-30T18:00:09.789000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-05","240","356445","CAVALO","RODÍZIO","SERVIÇO DE RODIZIO DE PNEUS","PNEUS","DAF XF FTS 480","RCJ1E32","PREVENTIVO","","TOP TRUCK CENTER LTDA","943","6a4403f3e499d05e6d29a4a6","2026-06-30T17:59:15.753000","2026-06-30T17:59:15.753000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-03","1190","355007","CAVALO","MOTOR","OC 58648","SERVIÇOS","DAF XF FTS 480","RCJ1E32","CORRETIVO","","MD MECANICA DIESEL ESPECIALIZADA DAF LTDA","179","6a4403b17d2c8f9229ecc3c4","2026-06-30T17:58:09.497000","2026-06-30T17:58:09.497000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-03","2979","356445","CAVALO","RECAPAGEM","OC 59518
RECAPAGEM FEITA EM 04 PNEUS DO 1° EIXO DA CARRETA","PNEUS","DAF XF FTS 480","RCJ1E32","PREVENTIVO","","PNEUS EXPRESS REFORMADORA DE PNEUS ECOMOLD LTDA","2520","6a4403586bae651326c50510","2026-06-30T17:56:40.446000","2026-06-30T17:56:40.446000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
